"name","order_id"
"One large margarita pizza",1673
"Super thin crust pls.",1673
"Medium meaty and beefy pizza.",1683
"Medium the Zeus pizza add peperoni and sausage.  Chef salad greek dressing.",1684
"Fatboy with feta and onions",1685
"Greek salad",1685
"Please add banana peppers to half of the fat boy",1685
"Spinach salad with balsamic dressing and honey mustard dressing",1685
"A menu please!",1685
"Chocolate balls and a two liter coke",1686
"2 lunch specials:
1 chicken gyro with chips
1 NY chopped salad with Greek dressing",1689
"Philly cheese steak add mayo
1 order of mozzarella sticks",1690
"1 large Zeus. Thick crust",1691
"(1/2) Large Pepperoni and onion with jalape os on half. 1 chef salad w",1692
"(2/2) ith ranch dressing.",1692
"30 buffalo wings, mild, with ranch",1694
"Large pizza- half pepperoni- half cheese. Chef salad - NO onions NO mushrooms. Ranch dressing.",1695
"Large Italian American pizza and chicken parm pie calzone",1696
"Medium cheese pizza with Han",1697
"Philly cheesesteak with a side caesar salad. No peppers. No onions.",1699
"Large thin crust pizza with pepperoni sausage and onion",1700
"Large pepperoni pizza and an order of mozeralla sticks",1701
"Large Italian american pizza and cheese bread with extra garlic sauce",1706
"Large st. Nicks",1707
"Large Italian american and 1 cheesy bread with extra garlic sauce.",1709
"Large Margherita, large Italian American, 20 lemon pepper extra crispy with ranch, 6 cilantro peno sauces",1710
"Large tomato pizza",1711
"One medium cheese pizza. One medium pepperoni pizza. 2 sides of ranch.",1712
"1 more side of ranch, so 3 sides of ranch total.",1712
"2 large meat lovers pizzas add black olives and mushrooms on one. 30 hot wings blue cheese.",1716
"Medium sausage mushroom onion pizza thin crust and italian sub hot with no pepperoni basil or mozzarella. Add hot peppers",1717
"Medium pizza banana peppers and mushrooms",1718
"Large pepperoni pizza",1721
"Large veggie delite with Italian sausage.",1722
"1 calzone with extra pepperoni and bacon, 1 calzone with pepperoni, Italian sausage, mushrooms and black olives. And 3 extra sauces.",1723
"2 Italian stallions. One with fries, and one with chips.",1726
"Calzone with pepperoni and ham",1727
"20 oz com",1727
"Coke",1727
"One large margarita pizza",1728
"Anchovies on the whole pie",1728
"Large Italian American and Greek salad",1729
"Large pepperoni pizza and an order of mozeralla sticks",1731
"1 Italian Stallion sandwich with fries
1 NY chopped salad with Greek dressing",1732
"Chipolte chicken nachos, philly cheesesteak, two liter of sprite.",1734
"1. 20 wings: hot teriyaki, extra crispy, blue cheese, 
side of your hottest sauce,

2. Cheesy bread,

3. Greek salad",1735
"Margarita calzone. Side salad with balsamic vinegarette dressing",1736
"Large cheese pizza
Chicken Caesar salad no Caesar dressing balsamic vinaigrette on the side",1737
"Large cappricio pizza add ham",1742
"Calzone with mozzarella, ham and pineapple and an order of mozzarella sticks.",1744
"1 large pizza with sausage and pepperoni. 1 Colbert calzone with fried chicken.",1752
"(1/2) 1 large pepperoni and onion  with jalape os on half and chef sal",1753
"(2/2) ad with ranch dressing.",1753
"Meaty and beefy fat boy
Chocolate balls
2 liter Coke",1755
"One large margarita pizza",1756
"Mozzarella stix",1756
"Garlic rolls, large veggie delight pizza hold the peppers",1757
"a kids' cheese pita w/ diced tomatoes and spinach and lite ground beef, a veggie sub w/ bacon and fries",1759
"10 hot teriaky wings, a pepperoni calzone, and an order of mozzarella sticks",1760
"1) Philly cheesesteak with fries. No peppers. No onions.",1763
"2) order of garlic rolls",1763
"2 Italian Stallions with chips and 1 Buffalo Chicken With fries.",1764
"Medium pepperoni pizza with a 20 ounce Mr Pibb, a 20 ounce Sprite which should be free because it wasn't delivered on our last order and a 20 ounce diet coke",1766
"Medium Italian American",1767
"Large thin crust pizza with pepperoni sausage and onion",1768
"Large dino BBQ pizza no jalepenos",1770
"Done",1771
"1 large pan cheese pizza
1 small thin meaty & beefy
1 gyro with lamb and fries",1774
"1 large pizza the Italian American NO ONIONS
10 hot BBQ wings 
10 Cajun 
4 blue cheese dressings
2 ranch dressings",1775
"Fat boy with pepperoni sausage green peppers and onions. A medium cheese. A ceaser salad.",1778
"10 honey bbq wings w blue chz dressing",1779
"Two 20 ounce diet cokes, one 20 ounce Mr Pibb, one 20 ounce Sprite. One medium pepperoni pizza, one Italian stallion, 12 dry rub ranch wings",1785
"10 hot bbq wings with ranch dressing",1786
"One order of hot wings with blue cheese dressing. Small Hawaiian pizza. Order of cannoli balls.",1788
"Medium pepperoni pizza with double cheese. Please leave pizza uncut.",1791
"10 hot teriaky wings, a pepperoni ground beef and bacon calzone, and an order of mozzarella sticks",1793
"Greek salad with spicy dressing
Lamb gyro",1795
"Pickup",1796
"Medium rocky balboa pizza",1796
"10 wings, 5 jerk, 5 teriyaki, with blue cheese and ranch, cheezy bread, garden salad with ranch, zeppoles & a mr. Pibb",1798
"Large Italian America",1802
"1 calzone with double pepperoni, and bacon. 1 extra sauce. An order of 10 wings, half honey mustard and half teriyaki, with blue cheese dressing.",1803
"I would like 1.) a Zeus calzone 2.) a Zeus calzone add sausage and pepperoni 3.) a Zeus calzone add sausage and pepperoni and 4.) 10 lemon pepper wings w",1807
"ith blue cheese",1807
"Lasagna Pizza
Italian American calzone
20 dry ranch wings
2 NY chopped salad",1813
"1) Philly cheesesteak with fries. No peppers. No onions.",1816
"2) order of garlic rolls",1816
"Kids cheesy pita, capriccio calzone, George st. Sandwich with fries, small Zeus.",1817
"Rocky balboa calzone. Replace cheddar cheese with mozzarella cheese",1818
"A small pepperoni pizza",1819
"1 Cheezy bread, 1 side ceasar salad, 1 Cannoli bites",1820
"A small olive oil & garlic based pizza with black olives and white onions and an order of zeppoles.",1823
"(1/2) Large pepperoni and onion pizza, and a large pepperoni, sausage,",1825
"(2/2)  and jalape o pizza, and a chef salad",1825
"2 pepperoni calzones",1827
"Greek Salad & medium Capriccio pizza",1828
"Large capriccio with banana peppers",1830
"Large pepperoni pizza an order of mozeralla sticks and 10 hot teriyaki wings.",1832
"1) large, pepperoni pizza double cheese. Please leave uncut.",1835
"Large dino BBQ pizza
No jalapeños",1836
"2) medium dinosaur bbq pizza",1835
"Large pepperoni with onion half with jalape}o",2034
"Chipotle chicken nachos, philly cheese steak with no green peppers with bacon provolone fries, zeppoles, ham classic sub with fries, and 10 BBQ wings",1837
"Large bacon ranchero",1841
"Large pepperoni pizza with 4 ranches please!!!!",1844
"Your order:
- 1 large pizza the Italian American
10 hot BBQ wings 
10 Cajun 
4 blue cheese dressings
2 ranch dressings",1851
"20 wings, half jerk, half hot, with extra blue cheese & ranch; garden salad with ranch; Caesar side salad; & mozzarella sticks",1852
"Small bacon pizza",1853
"Mozzarella sticks",1853
"Call before pulling up",1853
"Medium cheese pizza, medium Colbert",1857
"1 Italian Stallion with chips and 1 buffalo chicken grilled with hot sauce and fries.",1858
"Med italian American thin crust and small side salad with red wine vinegar",1859
"Calzone with double (2x) pepperoni and bacon. Calzone with pepperoni, mushrooms, black olives and Italian sausage. 3 extra sauces.",1860
"Small meaty and beefy pizza",1861
"Large speedy Gonzalez  and Greek salad",1862
"3 Italian American calzones
1 chopped salad",1864
"Medium margherita pizza",1869
"Medium cheese pizza and medium flyin Hawaiian",1872
"Side order of chicken nuggets",1873
"Side order of fries",1873
"Philly cheese steak with fries. No peppers. No onions.",1873
"Small thin Capriccio with added pepperoni and sausage then 10 wings mild with some hot sauce and blue cheese dressing on the side",1874
"One veggie sandwich and one grilled chicken salad with ranch dressing.",1876
"Greek salad with balsamic vinegarette dressing. Chicken nuggets with BBQ sauce. BLT and fries. 10 lemon pepper wings with blue cheese sauce.",1877
"10 jerk wings with ranch dressing
Caeser side salad with Greek dressing
Large pizza with pepperoni beef and extra cheese.",1880
"Medium pepperoni pizza",1881
"Medium pizza with light sauce and sausage.",1882
"1 large pepperoni and onion with jalapeños on half and a chef salad.",1884
"One large pizza.",1885
"With Margarita with anchovies on one half and Capricio on the other half",1885
"Mozzarella stix",1885
"1 da dougie",1887
"Philly cheesesteak add mayo
Small Greek salad with Greek dressing.",1889
"large veggie delite and mozz sticks.",1891
"Medium margherita pizza, and two philly cheese steak sandwiches",1893
"Pick up",1894
"10 wings. 5 ranch 5 teriyaki. Medium cheese piZza",1894
"Medium dino BBQ no jalapeños",1895
"Mozzarella Fresca sandwich, and a medium chicken parm pie",1896
"Meaty and beefy calzone
Extra marinara sauce
Chocolate balls
2 litre coke",1904
"Medium pepperoni and mushroom",1906
"What is super size Monday",1907
"Large pepperoni pizza an order of mozeralla sticks",1908
"1 Greek salad with balamsic vinegarette. 1 Zeus calzone. 10 lemon pepper wings with blue cheese dressing. 1 order chicken nuggets with BBQ sauce",1910
"(2/2)  pepperoni, onion, spinach, basil",1914
"(1/2) Calzone #1: pepperoni, sausage, jalapeño, and basil; Calzone #2:",1914
"Large Colbert fried chicken.",1915
"Greek salad with extra Caesar dressing add croutons 
Philly cheese steak add mayo.",1922
"Large Colbert fried chicken and side Caesar salad no croutons.",1924
"Thirty wings, buffalo, medium with ranch and blue cheese dressing and a Greek salad with no onions",1925
"Add mozzarella sticks too please",1925
"2 pepperoni calzones
1 chopped salad",1928
"Small veggie pizza, large Greek salad, 10 Cajun wings with blu cheese, a side Caesar salad, large pepperoni pizza, and the free garlic rolls.",1933
"1 large pizza with sausage and mushrooms and 1 St. Nick's calzone without red peppers and add sausage please. Please no foil on the calzone.",1936
"The Italian stallion sandwich. No basil. Add banana peppers.",1937
"2 Buffalo chicken sandwiches both with fries.
Fried dipped in hot sauce.
1 with no banana peppers.",1939
"1 lamb gyro sand which with onions and chips. And I need 1 gyro sand which without onions with chips. 2 gyros to be picked up.",1942
"Grilled chicken salad with ranch and a Philly cheese steak with fries",1944
"1 large Fat Boy with sausage and mushrooms, 10 lemon pepper wings, and an order of mozzarella sticks please.",1945
"20 piece wings half hot extra saucy half hot teriyaki extra saucy both with blue cheese.",1946
"Small cheese pizza too",1946
"May I order a large Margherita pizza, 20 teriyaki chicken wings, an order of Mac and cheese bites, and one grilled chicken salad without onions if possib",1947
"le. Thanks!",1947
"And may I get ranch with the wings thanks!",1947
"One Medium pepperoni pizza, one small sausage and onion pizza. One Caesar salad, one 20 ounce sprite, One 20 ounce diet coke and one 20 ounce mr Pibb please.",1951
"1 large margherita pizza",1953
"Medium pepperoni double cheese pizza. Please leave pizza uncut.",1956
"Side order of garlic rolls",1956
"Medium meaty and beefy pizza, medium dinosaur BBQ pizza",1961
"Extra ranch sauce",1961
"2 large pepperoni pizzas, 1 two liter of coke, 1 two liter of sprite and 10 wings- dry rub jerk with ranch dressing",1962
"1)Chef salad- no mushrooms, add banana peppers. No provolone cheese, add cheddar cheese. Ranch dressing. 
2)garlic rolls appetizer 
3) small bottle of Coca Cola",1965
"10 hot teriaky wings, a pepperoni calzone, and an order of mozzarella sticks",1966
"(1/2) 1 large pepperoni and sausage.  1 large pepperoni and onion with",1970
"(2/2)  jalapeños on half. 1 chef salad.",1970
"10 honey bbq wings w blue chz dressing",1972
"Calzone with pepperoni and bacon. Calzone with pepperoni, black olives, mushrooms and Italian sausage. 3 extra sauces.",1981
"10 wings, half lemon pepper/half hot honey bbq (ranch and bleu cheese). 1 chef salad, no ham, extra turkey, honey mustard dressing.",1984
"10 wings, half lemon pepper/half hot honey bbq (ranch and bleu cheese). 1 chef salad, no ham, extra turkey, honey mustard dressing.",1984
"I only need one of each item ordered.",1984
"fat boy with pepperoni special for Wednesday",1985
"Large ItalianAmerican",1987
"Medium dino BBQ no jalepenos",1991
"One large Capricio pizza",1992
"Mozz stix",1992
"A 16 inch large pepperoni pizza",1993
"2 liter sprite",1993
"Medium Flyin Hawaiin w/pepperoni instead of ham.
Side of ranch dressing",1995
"Italian American calzone
Medium pepperoni pizza 
Chopped salad
10 plum wings",1997
"1 large green thumb pizza",1998
"A large pizza, olive oil and garlic as the sauce, pepperoni and pineapple over the whole thing and chicken on half.",2002
"Medium Zeus and cheesy bread",2003
"The Italian stallion sandwich add banana peppers and extra mayo and a lamb gyro. French fries with both sandwiches. Add a side of blue cheese dressing.",2005
"Greek salad with Caesar dressing add croutons 
Philly cheese steak add mayo.",2010
"Large Italian American",2014
"Two large cheese and pepperoni pizzas twenty wings ten lemon pepper ten ranch one two liter coke one two liter diet coke",2016
"Ranchzilla, no cheddar, sub provolone",2024
"20 wings - 10 hot and 10 hot teriyaki. Extra saucy please..
 Blue cheese. And a Small cheese pizza.",2025
"Large pepperoni with double cheese pizza. Please leave pizza uncut.",2028
"2 liter bottle of Coke",2028
"Fat boy sausage and bacon
Chicken Caesar salad
Chocolate balls
2 litre Sprite",2029
"large italian american, add black olives. cooked well done.",2033
"Lamb gyro w chips, Philly cheesesteak no peppers w fries, Italian stallion w fries we need ranch dressing for the fries",2035
"Fried buffalo chicken sandwich, hot sauce, with side salad with ranch, 10 wings- half jerk, half honey BBQ,mozzarella sticks and zeppoles",2038
"Blue cheese and ranch with the wings please",2038
"Philly cheese steak. No peppers. No onions.",2043
"Substitute side caesar salad",2043
"Large cheese pizza",2046
"Greek salad",2046
"Chicken parm pie calzone, Italian stallion sandwich",2047
"A large Veggie Delight with light sauce and two liter of Sprite.",2050
"Large Italian American pizza and chicken parm pie calzone.",2053
"Medium bacon rancheros. Side of jalape}os. Bottle of diet coke",2052
"A large pepperoni pizza with 4 ranches and a few Parmesans on the side please thank you",2056
"2 calzone specials 
1 with pepperoni ground beef mushroom extra cheese

1 with ham bacon mushrooms onion.",2060
"Medium, pepperoni , onion, mushroom , beef",2062
"1 large ranchzilla pizza, 10 lemon pepper chicken wings  and 10 honey BBQ wings",2066
"Blue cheese dressing",2066
"Medium meaty and beefy pizza.",2067
"10 lemon pepper wings with bleu cheese and a Zeus calzone add sausage and pepperoni.",2070
"One dougie",2071
"1 Italian Stallion And 1 buffalo chicken hot both with fried",2075
"Medium italiano American",2076
"Large pizza- half pepperoni and half cheese",2077
"turkey classic sandwich with no mayo",2078
"Italian stallion",2078
"bacon provolone fries",2078
"Can we get a Large Margherita pizza, an order of ten teriyaki wings with ranch, and and order of Mac and cheese bites",2084
"2 orders of Italian stallion with French fries",2085
"Coke",2085
"large veggie delite and mozz sticks.",2088
"2 large pepperoni pizzas",2092
"Large pepperoni pizza with 4 ranches please",2093
"Large Italian American pizza and a chicken parm pie calzone.",2096
"Large cheese and pepperoni",2097
"Small st nick",2097
"George street and mozzarella sticks.",2098
"2 Italian Stallion And 1 grilled buffalo chicken hot sandwiches..1 of Italian  with chips the other two with fries.",2104
"Two 20 ounce Mr. Pibbs, two 20 ounce Diet Cokes, One medium pepperoni pizza and one medium sausage and onion pizza.",2105
"One large speedy gonzalez and one caesar salad with xtra dressing.",2106
"Large pizza w mushrooms and banana peppers. Small cheese pizza.",2107
"Large pepperoni pizza and a cheezy bread",2108
"Garlic rolls, large veggie delight pizza hold the peppers",2112
"Oops I mean delivery",2115
"I'll call",2115
"Large Colbert with fried chicken and a side Caesar salad.",2117
"Large pepperoni pizza cannoli balls chocolate balls",2118
"Small pepperoni pizza with a side of ranch",2119
"-10 spicy teriyaki wings extra bleu cheese 
-Order of bleu chips 
-1 side spicy teriyaki sauce
-greek salad with Caesar dressing
-Philly cheesesteak add mayo",2120
"Meaty and beefy fat boy
Chocolate balls
2 liter Coke",2131
"I would like to order the Tuesday special. A cheese calzone with spinach and pineapple",2136
"Cheese calzone. Cheese calzone with pepperoni. Large pizza -half cheese - half pepperoni.",2135
"I would like two of the calzone specials",2137
"One with pepperoni sausage mushrooms and onions. The other with garlic red onion salami and spinach",2137
"One calzone with pepperoni and bacon and an extra sauce. Order of 10 wings, half teriyaki & half honey mustard with blue cheese as the dressing.",2143
"30 wings.....10 lemon pepper....10 teriyaki.....10 honey bbq",2144
"One large Zeus",2145
"With anchovies on the whole pie",2145
"Mozzarella stix",2145
"Grilled New York style Parmesan sandwich with fries, grilled buffalo sandwich with side salad and ranch, Italian stallion with side salad and ranch, order of",2146
"nuggets",2146
"Nuggets with honey mustard",2146
"1 Greek salad with balsamic vinegarette dressing, 1 grilled chicken salad with honey mustard dressing, 1 medium with pepperoni and jalape}os",2147
"Some",2147
"Pick up",2150
"Grill chicken salads with honey mustard dressing -calzone with spinach & cheese",2150
"Med pizza.  All the vegie delight toppings and all the meat lovers toppings.  10 wings hot garlic with blue cheese.",2158
"One large Flavor Country, one large Flyin Hawaiian, and a 2-liter coke.",2159
"Grilled chicken salads ,New York Parmesan grilled with chips, 10 plum wings and side Greek salad",2165
"Two 20 ounce Mr Pibbs. Two 20 ounce Diet Cokes. One Medium pepperoni pizza. One Italian Stallion.",2161
"Large Italian American. Double cut.",2162
"One Italian stallion sandwich with fries
One NY chop salad with Greek dressing.",2163
"Turkey classic
-no tomato
-no mayo
+add bacon
+add fries
10 wings honey BBQ
+extra crispy",2169
"(1/2) 1 large pepperoni with jalapeños on half. 1 chef salad with ranc",2170
"(2/2) h dressing.",2170
"Large thin capriccio with pepperoni and sausage heavy on the artichoke hearts added",2171
"Delivery",2173
"10 teriyaki wings / 20 ranch wings/ 20 Cajun wings and a order of fries",2173
"Large Italian American pizza",2174
"Large pepperoni pizza with extra cheese. Please leave pizza uncut.",2176
"A small pizza with pineapple and spinach and an order of zeppoles",2177
"Large Italian and a veggie lettuce tomato sandwich, please",2179
"I would like 10 spicy teriyaki wings and an order of mozzarella sticks and a 20 oz coke.",2180
"May I get a Grilled Chicken Salad without onions with Balsamic dressing, a large Margherita pizza, an order of Mac and cheese bites, and 20 wings 10 teri",2182
"yaki and 10 lemon pepper with ranch, thanks!!",2182
"1) Italian stallion with fries - no tomatoes. 2) kids chicken fingers and fries. 3) kids chicken fingers and fries.",2183
"Large chicken park pizza. Italian stallion w fries no tomato and a Cesar salad with two dressings",2188
"1 large pepperoni and sausage pizza
1 order of mozzarella sticks
2-liter coke",2193
"One Cheese calzone",2194
"-large pizza with pepperoni, ground beef and extra cheese 
-order of mozzarella sticks",2196
"20 wings, hot",2198
"Order of fries",2198
"30 wings.....10 lemon pepper....10 teriyaki.....10 plum with ranch and blue cheese dressing",2199
"Large capricio pizza",2200
"1 large sausage and pepperoni pizza, 1 capriccio calzone not wrapped in foil, 1 mozzarella fresca sandwich with basil on the side, 1 Greek salad with no",2202
"onions, and a side of fresh mozzarella and tomatoes please.",2202
"Large Italian American and Greek salad",2203
"Medium Dino BBQ pizza. No jalepenos",2205
"Grilled chicken salads with honey mustard",2206
"Large pepperoni and mushroom pizza",2209
"Fat boy bacon feta",2210
"Bacon provolone fries",2210
"Pickup",2214
"Medium pizza with ham, pineapple, banana pepper, and extra cheese, and 2 garlic sauces",2215
"Chef Salad (no provolone cheese, add cheddar cheese. No mushrooms, add banana peppers) Ranch dressing (extra
Dressing). Large Veggie delight pizza. One o",2222
"rder of Garlic knots.",2222
"1 calzone with peperoni and bacon. Another calzone with pepperoni, mushrooms, Italian sausage, and black olives. And 3 extra sauces.",2223
"Large Italian American pizza and chicken parm pie calzone",2224
"George Street and a side salad w/ spicy dressing",2225
"Large pepper, onion, pepperoni, black olive, mushroom, tomatoes",2226
"Large pepperoni pizza with extra cheese. Please leave uncut.",2227
"1- fat boy with pepperoni
20- plum wings
1 chopped salad",2228
"- 2 Italian Stallion And 1 grilled buffalo chicken hot sandwiches..1 of Italian  with chips the other 2 fries.",2229
"Cash",2234
"10 wings, half jerk, half honey BBQ with ranch and blue cheese,mozzarella sticks, side salad with ranch",2234
"A cheese and pepperoni calzone",2238
"Pickup",2244
"I would like the lunch special pizza with garlic topping",2244
"Chicken parm pie calzone, Philly cheesesteak sandwich with fries, green thumb calzone, and 10 medium wings",2249
"2 Calzones. The first Calzone with ground beef and mushrooms and the second calzone with spicy sausage, pepperoni, and artichokes.",2251
"Hello",2252
"Hello",2252
"Cash",2253
"Cash",2253
"Kids' cheese pita with spinach, a veggie sandwich with double fried fries, and a lamb gyro no tatziki dressing add double fried fries",2253
"No onions or peppers on that gyro please!",2253
"Large Italian American",2255
"One large half pepperoni, half flying Hawaiian pizza. One order of ten mild wings.",2256
"Large pepperoni and an order of mozzarella sticks",2257
"20 wings- 10 hot, 10 hot teriyaki. Extra saucy please. Blue cheese.",2258
"Medium pie, half bacon and extra cheese, other half pepperoni and extra cheese, and two garlic sauces",2259
"Large cheese with pepperoni and pineapple plz and thx",2260
"Fat boy pepperoni green peppers extra cheese. Large cheese pizza",2262
"4450",2264
"Fat boy with feta and onions",2264
"Large pizza. Half Zeus and half Italian American",2266
"Yes",2268
"Large cheese pizza & large pepperoni pizza light tomato sauce & an order of blue  chips and 6 ranches. THANKS!!",2268
"Medium pepperoni with extra cheese pizza. Please leave uncut.",2271
"Large pizza, half pepperoni, half sausage and mushrooms",2274
"I need a large pie with pineapple, garlic, pesto, mushrooms, loaded with bacon with a red sauce!!",2275
"Lamb gyro",2277
"Medium Flyin Hawaiian",2277
"Chicken Caesar salad with extra dressing and small Hawaiian pizza.",2279
"Coke",2279
"Two Mozzarella Fresca Sandwiches One with no pesto one with extra mozzarella cheese both with French fries Small pizza with ham pineapple and extra chees",2287
"e side of ranch side of garlic sauce Two 20 oz cokes",2287
"Large pepperoni pizza an order of cheese sticks and a 20oz coke",2288
"Large pepperoni pizza an order of cheese sticks and a 20oz coke",2288
"Da dougie with no green peppers or onions",2292
"Leg. Bacon rancheros pizza",2439
"Medium pepperoni and pineapple pizza",2296
"1 calzone with pepperoni and bacon. 1 calzone with pepperoni, Italian sausage, black olives and mushrooms. 3 extra sauces.",2298
"Canzone with pepperoni and a steak and cheese sub add mayonnaise with French fries",2300
"fuck",2301
"Test",2301
"Yes I would like a pizza",2301
"A large Margherita pizza, an order of Mac and Cheese bites, and twenty wings 10 teriyaki and ten lemon pepper with ranch. Thank you so much!",2302
"is someone else not me is there a platform at this pizza app with with the touchstone",2301
"One large Zeus pizza",2304
"Mozzarella stix",2304
"20 teriyaki wings 30 ranch wings",2306
"10""in mushroom pizza 10 plum wings -George street grilled / chips",2308
"Calzone with hamburger, white onion, roasted red pepper, and ham. 
Meaty and beefy calzone
Cinnastix with extra icing
Two extra marinara sauces",2309
"Large Italian American",2311
"Large extra cheese pizza and Italian Stalion sub w fries:-)",2324
"Large pizza half pepperoni half cheese only. Small order of wings - half teriyaki and half hot -done extra crispy. Ranch",2326
"Philly cheese steak. No peppers. No onions. Extra cheese.",2327
"Large thin crust half mushroom half Italian American; 10 wings half hot half honey BBQ with ranch",2329
"Medium Italian American  and a small cheese",2336
"Italian stallion sandwich. No basil. Add banana peppers. No chips. Add french fries.",2346
"20 wings-hot
Extra crispy
With ranch
Turkey classic
No tomato
No mayo
Add bacon
20 oz sprite 
2 liter coke",2348
"Large pepperoni pizza and small  side salad with red wine vinegar",2351
"The Zeus (lg) Greek  salad & garlic rolls",2353
"Large pepperoni pizza an order of cheese sticks and 12 spicy teriyaki wings.",2354
"Pepperoni pizza, large, cheese steak without green peppers, 20 wings, honey BBQ, meatball sub.",2355
"Large meaty and beefy and a Cesar salad with extra dressing",2357
"Medium pizza with sausage and onion, one Caesar salad, one 20 ounce diet coke please",2358
"The Saturday special. 1 extra cheese large pizza, 1 pepperoni large pizza, 20 wings- half hot, half honey mustard. Extra saucy. With blue cheese",2360
"1 large dirt pizza with mushrooms and a grass",2363
"One large Margherita pizza",2364
"1 large dirt pizza with extra grass",2366
"Ny chopped salad with balsamic and extra balsamic 
Greek salad add croutons with Caesar dressing and extra dressing

Club sandwich with chips",2368
"10 teriyaki wings",2369
"One large pie with pesto, garlic, mushrooms, slammed with bacon, pineapples and a red sauce.",2370
"1 da dougie with pepperoni instead of sausage & ground beef. 10 lemon pepper dry rub wings with blue cheese",2373
"Large pepperoni pizza",2441
"Lg thin crust capriccio extra cheese, Greek salad no red onions extra Greek dressing, pickle spears",2378
"Calzone: pepperoni sausage broccoli mushroom

Calzone: pepperoni sausage feta spinach

Greek salad no olives",2379
"Italian stallion with fries. No tomatoes. No onions.",2382
"Medium pepperoni + pineapple pizza",2384
"Chicken parm pie calzone, Italian stallion sandwich, and a medium Italian American pizza",2385
"Mozzarella Fresca Sandwich extra mozzarella cheese with Fries. 20 ounce coke. Small pizza with sausage pineapple banana pepper and extra cheese. Two side",2391
"s of garlic butter. One side of ranch.",2391
"Medium pepperoni pizza with extra cheese. Please leave pizza uncut.",2392
"One calzone with pepperoni and bacon. One calzone with pepperoni, mushrooms, black olives and Italian sausage. 3 extra sauces!",2393
"One medium pepperoni pizza, one medium sausage & onion pizza, one meatball sub with fries",2394
"Da dougie with no green peppers or onions",2399
"A large st nicks and a large half cheese half pepperoni",2402
"One Small pepperoni and cheese pizza, one large st. Nicks add olives, and one order cannoli balls",2403
"*large meaty & beefy pizza

*NY chopped salad with ranch and italian dressing

*20 hot garlic wings",2404
"Large extra cheese pizza and Italian Stalion sandwich w fries",2411
"1 chicken gyro with fries
1 calzone with double pepperoni, mushrooms and black olives",2412
"Lunch combo 4 - calzone with pepperoni, jalapeno, ground beef, and pineapple 

And

The italian stallion sandwich with extra cheese, add banana peppers,",2414
"side of blue cheese, and fries.",2414
"2 pepperoni calzone
1 Italian American calzone
10 plum wings",2421
"Large margherita. Large mushroom and banana peppers.",2422
"Just free zeppoles",2423
"30 wings. Honey BBQ sauce",2424
"Italian stallion sub with chips
10 spicy teriyaki wings with blue cheese 
Mozzarella sticks
1 extra blue cheese dressing",2425
"Large Italian America on thin crust.",2426
"Philly cheese steak with fries. No peppers. No onions. Extra cheese.",2427
"Medium Bacon rancheros pizza",2430
"Ny Parmesan Sandwich Meatball Fries 
Cheesie Bread",2431
"Chocolate Balls",2431
"Bacon provolone fries",2434
"10 hot garlic wings",2434
"Large pizza with feta cheese, fried chicken, artichoke hearts, and fresh garlic",2434
"Garlic rolls",2434
"Large ranchzilla, no cheddar, no taco seasoning. Mozzarella sticks.",2436
"Large pizza with sausage, mushroom and onion- well done please",2438
"One large BLTO pizza. One large pizza with black olives, onions, and green peppers.",2440
"10 hot wings",2441
"2 LITER OF SPRITE",2441
"Large pepperoni pizza",2443
"Calzone - cheese and pepperoni.",2447
"Moms spinach salad with banana peppers and ham slices on top, and 3 extra blue cheese dressings, and a small pepperoni pizza.",2450
"3727",2451
"Large pie banana peppers and extra cheese on everything. Half bacon, half ham pineapple. Two garlic sauces",2452
"falfel",2455
"pizza",2455
"sex",2458
"20 hookers",2458
"?",2458
"1 gyro sandwich with chicken and fries (not chips), 1 calzone with red onions, pepperoni, spinach, feta, crushed red pepper, and tomatoes (regular marina",2459
"ra base); 2 liter of coke, side order of fries",2459
"(1/2) 1 large pepperoni and onion with jalapeños on half. Club salad w",2462
"(2/2) ith Ranch Dressing.",2462
"10 wings, half jerk, half hot, with ranch & blue cheese; cheezy bread; garden salad with ranch; zeppoles; & a mr.pibb",2464
"Medium pizza with pepperoni and mushroom",2465
"Italian stallion",2471
"bacon provolone fries",2471
"mr pibb",2471
"2- Pepperoni calzones
1-Italian American calzone
1- chopped salad",2474
"Medium Half Hawaiin Half Pepperoni pizza",2478
"Pepperoni calzone 12 spicy teriyaki wings and an order of mozzarella sticks",2483
"Large pepperoni and chocolate balls",2484
"Tues special calzone with meatballs, banana peppers, pepperoni

Chicken Parmesan sandwich, fried",2486
"Large pizza mishrooms and banana peppers",2487
"A medium Dinosaur BBQ pizza and a 2 Liter Coke",2495
"Actually it's going to be pick up. I would like a pepperoni fat boy with 3 sides of ranch . Thank you",2496
"One large Zeus please!",2497
"Paisanos is the bomb!",2497
"Fat boy with feta and green peppers and a medium pepperoni pizza",2501
"one large meaty and beefy pizza. one small pepperoni pizza.",2507
"Medium pepperoni and pineapple pizza",2509
"Large veggie delite with sausage.",2512
"(1/2) Philly cheese steak sub no peppers no onions with fries. Ham sub plain just ham and bread with chips. Large pizza half peperoni half onion. Order of bacon",2513
"(2/2)  provolone fries.",2513
"large italian american",2515
"One large Italian American pizza and one cheesy bread",2518
"Large cheese pizza",2526
"One medium pepperoni pizza. One medium sausage and onion pizza.",2517
