"name","order_id"
"Medium thin crust pizza with pepperoni sausage and onions, 20 oz coke",904
"Large pepperoni pizza with extra cheese. Please leave the pizza unsliced.",907
"10 wings(half hot and half honey BBQ) with ranch, garlic rolls and a medium pizza half mushroom only and half sausage, pep and mushroom",908
"Confirm",912
"1 buffalo chicken sandwich lunch combo, fried, hot sauce with chips.

1 buffalo chicken sandwich lunch combo, fried, hot sauce with French fries.",915
"Large veggie delight",918
"Italian Stallion sandwich. No tomatoes. With fries.",924
"Large double pepperoni and pineapple pizza",925
"Large pepperoni and onion pizza and an order of cheezy bread",938
"Large pizza, half cheese half pepperoni.",939
"Turkey classic sandwich with onions",940
"Garden salad with honey mustard dressing",940
"20 oz diet coke",940
"Large thin crust meaty and berry pizza and a 20 oz coke",942
"One large veggie pizza",943
"Ok we would like a medium pizza with onions and an order of mozzarella sticks.",945
"Large pepperoni pizza with double cheese. Cut in squares please.",947
"Large Flavor Country pizza  and mozzarella sticks",951
"Prefer grilled chicken on pizza, not fried",951
"Large pineapple pepperoni pizza",952
"Philly cheese steak, no green peppers, add mayo, with fries, order of motzerella stix, 20 oz coke",953
"The Sunday special: 
1 large cheese
1 large pepperoni 
2-liter Diet Coke
Plus:
10 wings, hot teriyaki, extra crispy, blue cheese",956
"Large pizza half pepperoni half onion.  Philly cheese steak no peppers no onions with fries.  Ham sub plain just ham and bread with chips.",957
"10 wings, dry rub lemon pepper with blue cheese dressing. 1 Greek salad with balsamic dressing. 1 large pizza with spinach and mushrooms.",958
"Garlic rolls, large veggie delight pizza hold the peppers",961
"10 honey bbq wings. Blue cheese dressing please.",962
"LG Hawain Flyin",963
"One large mushroom and sausage pizza with the Monday discount and 10 terryaki wings please.",969
"Da dougie special please",970
"I want 2 calzones for Tuesday special - sausage green peppers onions jalape}o",972
"side of extra red sauce",972
"Large Italian American
Fried cheese sticks",973
"Large zeuss pizza please",975
"Italian stallion no tomatoes with fries",977
"20 sprite",977
"A large meaty and beefy and 2 of the garlic sauces",978
"Da dougie",981
"No",981
"Large cheese pizza",982
"2 lunch combos.
1 calzone with double pepperoni,  olives and mushrooms. 
1 NY Style Parmesan sandwich,  grilled chicken with chips.",983
"Large pepperoni and sausage pizza, cheezy bread, and a chef salad with extra ranch dressing",992
"auced wings.
A club sandwich with chips.
And a Greek salad. No onion please.",997
"Turkey classic with no tomatoe. Please add salami. With fries instead of chips. 
A NY style parmesan with meatballs and fries.
A 10 piece order of plum s",997
"A kids cheese pita with spinach and light tomatoes, a green thumb calzone, and beef sliders and a small order of fries.",1005
"20 wings. Half hot. Half hot teriyaki. Extra saucy please. Blue cheese.",1009
"One large Flavor Country pizza, and one order of mozzarella sticks.",1014
"1 Medium Italian American pizza. 1 Greek salad no tomato",1015
"Medium bacon pizza",1017
"Mozzarella sticks",1017
"Call before pulling up",1017
"Large pepperoni and pineapple pizza",1018
"Large thin crust pizza with pepperoni sausage and onions, 20oz coke",1020
"Large pizza: half italian american (add black olives), other half black olives and mushrooms only. Large Garden salad, no peppers/onions, ranch dressing.",1023
"1 large cheese pizza. 1 large caesar salad with xtra dressing.",1024
"Italian Stallion sub with chips, medium meaty and beefy pizza, and cinna stix",1028
"1 medium mushroom, green pepper, ground beef. 1 large green thumb.",1035
"Medium pizza with pep and mush. 20 honey BBQ wings",1036
"1 Greek salad with balsamic vinegarette, 1 grilled chicken salad with no mushrooms and no cucumbers with balsamic vinegarette, 1 order chicken nuggets wi",1037
"th BBQ sauce, 20 wings 1/2 with lemon paper and 1/2 with honey mustard  with blue cheese.",1037
"Large pepperoni",1041
"1) large pizza with double cheese and pepperoni. Please leave pizza uncut.
2) 10 lemon pepper wings with ranch",1042
"One large St Nicks",1043
"Mozzarella sticks",1043
"XL Large Hawain Flyin and free garlic rolls",1044
"Flyin Hawaiian thin crust medium",1050
"10 hot garlic wings. lamb gyro extra gyro. cheese sticks. small Greek salad Greek dressing",1051
"One order of hot wings with blue cheese dressing. Small Hawaiian pizza. One order of cannoli balls.",1063
"Large Pepperoni and sausage, cheesy bread, chef salad",1064
"Large Italian American",1065
"Large pizza half pepperoni cheese and half sausage and onions",1066
"10 honey BBQ wing and a a medium Zeus with no green peppers",1067
"Large thin crust meaty and beefy pizza, 20 oz coke",1068
"Philly cheese steak sandwich with chips, meatball sub with cheese fries, cinnastix",1070
"Philly cheesesteak with fries. No peppers. No onions.",1072
"1 italian stallion sandwich with no lettuce or tomato with fries. 1 ""the club"" sandwich with fries. And zeppoles :)",1074
"Fat boy with feta and cheddar please",1077
"Large Rocky Balboa, no green peppers, no onions
Chocolate Balls
2 liter Coke",1079
"Pizza sub with fries. No peppers. No onions.",1080
"2 medium hand tossed pepperoni pizzas, one 20 oz Sprite, a 20 oz Mr Pibb, and a 20 oz Diet Coke",1081
"Grilled chicken Caesar salad balsamic dressing on the side no Caesar dressing",1082
"Actually I don't want it sorry I changed my mind",1085
"That is all",1087
"We would like to order one medium pepperoni pizza, and one small pepperoni pizza. One 20 ounce Sprite, one 20 ounce Mr Pibb, and one 20 ounce Diet Coke.",1089
"Calzone with pepperoni and ham, order of motzerella sticks, 20 oz coke",1090
"2 lunch combos:
1 Italian Stallion sandwich w/chips.
1 Greek salad, no feta cheese, Greek dressing.",1093
"Flyin Hawaiian medium pizza",1100
"Fat boy with cheddar and feta",1101
"Large St. Nick's",1101
"Zeppoles",1101
"Mozzarella sticks, chicken sliders, coke",1102
"One large cheese pizza. If that doesn't cover the amount I need for delivery just add feta too I guess lol. I think that should cover it though.",1104
"Italian stallion sub with chips, Italian stallion sub with fries, spicy chicken sub with fries",1105
"Large Italian American
Honey mustard wings
Fried cheese sticks",1106
"Medium pizza.  Veggie add peperoni and sausage.  Greek salad with Greek dressing.",1107
"Philly cheese steak, no green peppers, add mayo, fries and a 20 oz coke",1110
"1large Italian American pizza",1111
"Are the 50¢ wings available for delivery?",1112
"Grilled chicken Cesar salad, coke",1114
"One medium St Nicks.",1115
"Mozzarella sticks",1115
"Medium margherita pizza and cinnamon sticks with extra icing",1116
"Hawaiian pizza thin crust",1117
"Super thin crust",1117
"Greek salad. With balsamic vinegarette dressing. Chicken nuggets appetizers.",1119
"Lone",1119
"(1/2) Large pepperoni pizza with jalape os on half and onions on the o",1121
"(2/2) ther half, and an order of cheezy bread",1121
"Last 4 credit is: 0795",1122
"I would like 20 wings-15 hot Garlic and 5 honey BBQ. Also a large pizza half cheese half pepperoni",1124
"30 wings ranch and teriyaki   And a order of fries",1125
"Fat boy pizza with pepperoni, & bacon provolone bites",1126
"Large Margherita pizza and  Grilled chicken salad",1127
"Large thin crust pizza with pepperoni, sausage, and onion, 20 oz coke",1128
"Philly cheese steak with fries",1129
"Medium dinosaur BBQ pizza and a calzone with ham, pepperoni, cheddar, and white onion, extra sauce for calzone",1130
"Please knock, no doorbell. Babies sleeping.",1130
"20 wings. Half hot. Half hot teriyaki. Extra saucy please. Blue cheese.",1131
"Philly cheese steak",1131
"30 wings tossed in dry ranch and jerk with ranch",1132
"Blue chips",1132
"Large pepperoni and pinapple pizza",1133
"Large Colbert",1136
"I would like a meatball sub with fries and a BLT with fries.  Can I please add bell pepper to the BLT.",1137
"Sat special one large with mushrooms one large with tomatoes and 20 wings with hot/hot BBQ",1138
"One large St. Nick's pizza",1140
"2 medium hand tossed pepperoni pizzas. One small hand tossed sausage and onion pizza & one 20 ounce sprite",1142
"Medium ranchzilla",1143
"Large pepperoni pizza with double cheese. Please leave pizza uncut.",1144
"Italian stallion with no tomato, order of motzerella stix, 20 oz coke",1145
"A large green thumb pizza",1146
"Large bacon rancheros pizza.",1147
"Large pizza with pepperoni,  mushrooms, black olives,  and green peppers.",1152
"Italian stallion sandwich with fries, bacon rancheros calzone, and calzone with pepperoni and black olives.",1153
"Philly cheese steak with fries. No onions. No peppers.",1154
"NY Style Parmesans Meatball Fries 
Cheezy Bread 
Choc Balls",1155
"hello :)!! this is kasey. Please can i order some free cinn sticks?? As well as those free zepsss cause this is my first time",1156
"Chocolate balls",1157
"Small dinosaur BBQ pizza without jalape}os",1159
"Calzone with pepperoni, sausage, tomatoes, black olives.",1160
"One large pizza: veggie on one half, margarita on the other",1162
"Thin crust please",1162
"A large garlic and olive oil based pizza with bacon, black olives, and onions. An order of 10 chicken wings tossed in ceaser dressing.",1163
"Did you get the pizza?",1163
"One $10 fat boy half cheese half pepperoni and one small or regular size Greek salad to be picked up at 6 or 6:15po' no earlier thanks!",1164
"Fat boy with mushrooms and onions",1326
"A veggie sandwich with chips, a kids cheese pita with spinach and tomatoes, and a lamb gyro No Onions and No Tzatziki sauce with fries.",1166
"No wings",1166
"Fatboy",1167
"Yes",1167
"Ten honey bbq wings and ten lemon pepper wings with ranch please",1168
"2 orders of 10 wings. 1 order of the hot garlic and one order of the jerk",1169
"That's it",1170
"Large pizza with mushrooms, olives, and pepperoni",1171
"That's it",1173
"The Fat Boy pizza with pepperoni please",1177
"I want the wings to be honey BBQ flavor",1173
"Side of ranch",1173
"Just the wings on special for tonight. ThNks",1172
"4 orders of teriyaki wings and a fat boy roni pizza",1174
"Josh",1175
"1/2 hot bbq, 1/2 hot buffalo",1175
"Large Italian American",1176
"20 wings. 10 plum wings and 10 Cajun dry rub wings",1180
"Gyro extra lamb and tsatziki. 10 hot garlic with blue cheese and cilantro peno.  Cheese sticks. Greek salad Greek dressing.",1182
"Medium Dinosaur BBQ pizza. No peppers. No jalapenos. No onions.",1183
"A large Colbert, fried chicken",1184
"2 lunch specials.
1 Gyro with lamb and chips
1 Buffalo Chicken sandwich,  fried,  dipped in hot sauce with chips.",1186
"Large pizza, half pepperoni, half cheese.",1192
"Medium pizza with pep and mushrooms",1193
"Large Pepperoni and jalapeños on half. 1 cheesy bread.",1194
"Large pizza. Half pepperoni - half cheese. 10 wings -teriyaki fried crispy.",1195
"1 large ital amer pizza no bell peppers",1196
"Large Italian American pizza",1197
"10 spicy terryaki wings",1197
"1 Turkey classic with a side salad, no onions, Ranch dressing....",1199
"1 chicken gyro, no onion, side of fries",1199
"2 sides of ranch dressing",1199
"You guys are so awesome:) delivery to
Kelly's table..free cinna sticks please:);)???",1200
"Fat boy with bacon and pepperoni",1201
"Grilled chicken salad with honey mustard dressing",1203
"Large cheese pizza with roasted red peppers.",1204
"Medium Meaty & Beefy 
10 wings Honey BBQ ranch
Extra ranch",1205
"One large pizza. Half Zeus. Half veggie.",1207
"Mozzarella sticks",1207
"Driver: we are in the back yard. Big silver truck in d/way",1207
"One Large pizza. Pepperoni and sausage on half, just Cheese on the other half.",1208
"Ham sub plain just ham and bread with chips.  Philly cheese steak with no peppers and no onions with fries.",1209
"10 wings- half hot, half honey BBQ with ranch, and a large thin crust pizza    With mushroom, pepperoni on half",1210
"Garlic rolls, large veggie delight pizza hold the peppers",1211
"1 large pizza. Half pepperoni and sausage. Half Italian american. W/ the free zeppoles please :-)",1212
"Medium Margherita pizza cooked extra crispy with three sides of cilantro jalape}o sauces.",1217
"10 lemon pepper wings with ranch.",1217
"Large Capriccio and fat boy Half pep half cheese with onion",1218
"20 wings.  10 hot and 10 hot teriyaki.  Extra saucy please with blue cheese",1219
"Medium cheese pizza",1219
"Medium bacon rancheros pizza",1220
"One Fat Boy, with pepperoni and mushrooms, and an order of bacon provolone fries.",1222
"A. 1 kids' cheese pita with tomato and spinach,              B. Veggie sandwich w/ fries,  C. Club sandwich w/ spinach and chips and root beer, D. Club s",1221
"andwich w/ chips and fries",1221
"No chips with 2nd club, only fries",1221
"Large double pepperoni",1224
"Order for take out:
1 calzone with pepperoni and bacon
1 calzone with meatballs, banana peppers and jalapeños",1233
"2 medium pepperoni pizzas, one medium sausage and onion pizza, one 20 ounce Sprite and one 20 ounce Mr. Pibb.",1234
"12 wings honey barbecue flavor with blue cheese on the side",1235
"10 wings honey bbq blue chz dressing",1236
"Large pepperoni pizza
Cheese sticks",1237
"One large pizza: half veggie, half margarita",1238
"20 lemon pepper wings, small Margherita pizza and 3 cilantro jalape}o ranches",1239
"Grilled chicken salad with honey mustard dressing.",1243
"Bacon provolone fries, fried chicken parmesan sub, chocolate balls",1247
"10 wings (ranch).",1282
"Lunch combo special: build your own Calzone:sausage/ground beef & mushroom.  Also lunch combo fresh salad: grilled chicken salad ( no iceberg lettuce) ro",1284
"Large Italian American, no olives.",1283
"maine lettuce only ( dressing is ranch and Italian dressing).  That makes a total of 2 lunch specials. Please confirm.",1284
"2 Grilled chicken salad with honey mustard and a grilled ny Parmesan with chips",1285
"Ham sub plain just ham and bread with chips.  Philly cheese steak with no peppers and no onions with fries.  Large pizza half bacon and onion half mushroom.",1286
"1 large pepperoni and onion with jalapeños on half. 1 cheesy bread.",1287
"Capriccio thin crust add pepperoni, sausage and extra artichoke hearts and mozzarella cheese",1288
"Beef sliders, large pepperoni pizza, & pizza steak sandwich",1289
"30 wings ranch and teriyaki   And a order of fries",1290
"Large thin crust pizza with pepperoni, sausage, and onions, a 20 oz coke",1292
"1 Greek salad with balsamic vinegarette dressing, 10 lemon pepper wings with blue cheese, 1 large pizza: half chicken parm and half the Zeus",1291
"A medium half cheese half pepperoni pizza with 2 sides of ranch",1293
"Medium cheese pizza, 10 ranch wings, ranch dressing.",1294
"Large pepperoni, and bacon pizza with a LARGE side of red pepper flakes",1295
"Large pepperoni pizza with extra cheese.",1296
"Grill chicken salad with honey mustard dressing-2 flavors wings honey mustard and lemon pepper-philly cheese steak sub - 10 plum wings and a side Greek salad.",1298
"2 Italian stallions and 1 buffalo chicken sandwich.",1300
"One Philly cheese steak with fries. Another Philly cheese steak with no peppers or onions, with fries. One medium pepperoni pizza.",1299
"Chipotle chicken nachos
Mozzarella Sticks 
Philly cheese w/French fries
Medium Cappriccio Pizza
Moms Spinach Salad",1301
"Large Italian American",1302
"Provolone and bacon fries and cheesy bread",1303
"Nothing",1304
"12 packs of big red, 176 Mountain Dew, 3 condoms, and an axe",1304
"Do you have any specials tonight?",1304
"Delete",1304
"Stopppppppppp",1304
"I just want to know if you have any specials. Otherwise just a pie!",1304
"Really?",1304
"You need to promote Kenny to text message programmer",1304
"I think this ordering shit is worse than Siri.",1304
"I would like to order napalm",1304
"Pizza",1306
"What's the point of the text message system if you dont have a quick top selling, low cost-easy sell response",1306
"Medium Pepperoni pizza",1307
"Bacon provolone fries",1307
"Call before pulling up",1307
"10 wings hot garlic. Cilantro peno and blue cheese.  Cheese sticks. Lamb gyro extra lamb and extra ztaztiki sauce.",1309
"Delivery , medium pizza hamburg, mushroom, pepperoni, onion",1310
"Large pizza with ham",1311
"1 large pizza with sausage and pepperoni. 1 Italian stallion sandwich. 1 capriccio calzone with sausage added.",1312
"Large double pepperoni and pineapple pizza",1313
"Large bacon pizza",1316
"2 liter sprite",1316
"A large pizza with Xtra light sauce, spinach, ground beef mushrooms, and light diced tomato, with traditional crust",1317
"Veggie Delight Med 
10 wings ranch extra ranch",1319
"Large dinosaur pizza",1320
"Philly cheese steak no geen peppers, add mayo, fries and a 20 oz coke",1321
"Lunch special 10 in cheese pizza. Lunch special ham sub no tomato, half without lettuce. Club salad no onions. Ranch dressing.",1323
"(1/3) 1 Italian Stallion, 1 Calzones with pepperoni, sausage, basil an",1325
"(2/3) d jalape os; 1 Calzones with pepperoni,  sausage, onion and jala",1325
"(3/3) pe os.",1325
"Large Colbert fried chicken",1327
"Philly cheese steak. No onions. No peppers. Substitute a side caesar salad.",1329
"Pizza sub",1332
"With fries",1332
"Love u beautiful katie mommaa!! Just wanted to see if this worked. Ps thanks for the apple slices, they were awesomeee",1333
"Large Italian American",1336
"One chef salad, no ham, honey mustard dressing. Also, 10 honey BBQ wings with bleu cheese",1337
"Large meaty and beefy",1339
"20 wings: 1/2 honey mustard and 1/2 lemon pepper with ranch dipping sauce, 1 Greek salad with balsamic vinegarette dressing, 1 order garlic knots",1342
"One large thin crust veggie pizza",1343
"Mozzarella stix",1343
"Large margherita pizza. 10 honey bbq wings with blue cheese dressing",1344
"Italian American calzone
Italian Stallion
Greek Salad w/ spicy dressing
Mozzarella sticks",1345
"Chef salad ranch 
Pickle spears",1346
"Just the Da Dougie",1351
"Small side salad with red wine, thin crust medium italian American with jalapeños on half",1353
"I do not want the special but all else is correct.",1353
"That's it",1354
"Da Dougie no ground beef. Large pizza with pepperoni.  Large Margherita pizza.",1355
"Small Zeus Pizza, coke cola",1356
"Just the da dougie",1358
"Large pepperoni and sausage pizza",1364
"m wings blue cheese with a side Greek salads",1365
"2 grilled chicken salads French dressing & honey mustard dressing -10 plum wings with blue cheese -buffalo chicken sandwich ranch dressing chips - 10 plu",1365
"A large cheese pizza and a chicken parm pie calzone",1367
"1 large Meaty and Beefy, 1 Large Margharita, 20 Medium wings",1368
"Philly cheese steak sub no peppers no onions with fries. Ham sub plain just ham and bread with chips. BLT sub with fries.",1369
"Small cheese pizza and ten ranch wings",1370
"Large thin crust pizza, pepperoni sausage and onions",1372
"20 hot wings saucy please",1374
"Itakian american",1375
"Large",1375
"Meaty and beefy fat boy
Chocolate balls",1376
"Large cheese with half pepperoni pizza",1377
"Large pepperoni pizza with extra cheese.",1378
"One Large Colbert",1379
"Grilled chicken Caesar salad, bacon provolone fries, and a 2 liter coke",1380
"1 small cheese pizza... 1 turkey classic, sub salad (no onions w/ balsamic dressing), 1 side of ranch",1381
"1) NY Style Parmesan sandwich with meatballs. Substitute fries.
2) order of garlic rolls.",1382
"One large Italian American and an order of mozzarella sticks.",1383
"Fatboy with pepperoni and extra cheese
Large Capriccio",1384
"Grilled chicken salad /  honey mustard",1387
"One Small Italian American pizza

One Tuesday Special Calzone Ham, Bacon, Pineapple, onion

One Tuesday Special Calzone pepperoni, bacon, mushroom, black",1388
"olives

One Tuesday Special Calzone pepperoni, bacon, mushroom, black olives

One Tuesday Special Calzone pepperoni, bacon, mushroom, black olives

One",1388
"Tuesday Special Calzone Philly Meat, extra Cheese, onions, Mushrooms

20 Wings
10 Hot BBQ
10 Jerk",1388
"Large Cheese Pizza with Peperoni and Mushroom. Large Caesar Salad. 2 L Coke.",1389
"3 lunch specials:
One small pizza with bacon
One NY chopped salad with Greek dressing
One chicken gyro sandwich with fries",1390
"1 Calzone with pepperoni and bacon. Another calzone with  pepperoni, mushrooms, and Italian sausage. And also ONE extra sauce for the calzones.",1391
"Tuesday night calzone special- one calzone with cheddar cheese, ham, pepperoni, and white onion. A second calzone with hamburger, white onion, roasted re",1392
"d peppers, and ham. Also an order of cinnamon twist. Two extra marinara sauce. One extra icing sauce.",1392
"One large thin crust pizza: one half margarita, one half veggie",1393
"10 teriyaki wings. 10 lemon pepper wings. 20 honey barbeque wing.",1394
"Wednesday special : Fatboy with pepperoni 
Mozzarella sticks
NY chopped salad",1397
"10 wings, half lemon pepper/half hot honey bbq (ranch and bleu cheese). 1 chef salad, no ham, extra turkey, honey mustard dressing.",1398
"Fat boy - half pepperoni half cheese",1399
"Italian stallion with chips and grilled chicken parm with chips",1400
"2 medium pepperoni pizzas, one medium sausage and onion pizza. One 20 ounce Sprite, one 20 ounce Mr Pibb",1402
"A kids' cheese pita w/ diced tomatoes and spinach, a veggie sandwich w/ fries",1405
"No special",1405
"That's it",1406
"Wrong",1406
"Erase",1406
"Help",1406
"Redo",1406
"Crap",1406
"Large pepperoni pizza and an order of mozzarella sticks",1416
"(1/2) 1 large pepperoni and onion pizza with jalape os on half. 1 chee",1437
"(2/2) sy bread",1437
"Large Italian American",1438
"Italian Stallion no mayo please, 2 large pepperoni pizzas, one Caesar salad, one 20 ounce sprite and one 20 ounce Mr Pibb.",1439
"Large Colbert fried chicken",1440
"Philly cheese steak with no green peppers, extra cheese, add mayo, French fries and a 20 oz coke",1442
"10 buffalo wings, medium, with ranch dressing",1443
"I would like a medium bacon rancheros, 10 ranch wings with ranch sauce, and a side salad with balsamic dressing",1447
"Large pizza, with cheese, chicken, tomatoes, onions, peppers, and sausage. And 6 hot wings.",1448
"Saturday special: 1 large pepperoni pizza, 1 large sausage pizza, and 20 lemon pepper wings. Also a capriccio calzone.",1449
"One Italian stallion add black olives",1450
"Large veggie delight pizza",1451
"Large pepperoni and sausage pizza",1452
"Large pepperoni pizza and an order of mozzarella sticks",1453
"20 Hot teriyaki wings extra saucy please",1454
"Italian stallion with no tomatoe, French fries, 20 oz coke",1455
"Large green thumb pizza.",1457
"1 large pepperoni pizza",1456
"Large bacon Ranchero's pizza",1459
"Medium Veggie Delight 
10 wings honey BBQ 
Ranch & blue cheese",1464
"Fat boy with red onions and green peppers",1467
"2 lunch specials:
1 Italian Stallion sandwich with chips
1 NY chop salad with Greek dressing",1470
"capriccio calzone 1",1471
"2 calzones with pepperoni and bacon with 2 extra sauces. 1 calzone with pepperoni, mushrooms, and Italian sausage and an extra sauce.",1472
"Spinach salad with red wine vinaigrette, one medium pepperoni pizza, one medium sausage & onion pizza",1474
"One large pizza: veggie on one half, margarita on the other.",1475
"2 large french fries",1478
"Mom's spinach salad w/red wine vinaigrette on the side and a small thin meaty & beefy",1479
"A pepperoni and sausage calazone",1480
"Large Colbert fried chicken",1483
"Fat Boy w/ pepperoni & black olives.
NY chopped salad",1484
"Large pepperoni pizza and an order of mozeralla sticks",1488
"Ham sub plain just ham and bread with chips.  BLT sub with chips.  Bacon provolone fries.",1489
"(1/2) Large pepperoni and onion pizza with jalape os on half and cheez",1490
"(2/2) y bread",1490
"Large pizza with ground beef, spinach, diced tomatoes, mushrooms, and light sauce",1491
"1 medium cheese pizza with ham",1492
"4 pizzas...Rocky balboa, chicken parm pie, the colbert with fried chicken, large cheese pizza AND 50 wings with medium, honey bbq, teriyaki, dry rub caju",1493
"n   And we would like bleu cheese",1493
"One Fat Boy with sausage and pepperoni and one capriccio calzone.",1494
"Philly cheesesteak w/ fries plz",1495
"Large veggie delight with sausage,please.",1497
"Large double pepperoni pinapple pizza",1498
"Large pepperoni, double cheese pizza. Uncut please.",1499
"Large Italian American pizza. Large margherita pizza.",1501
"Large Bacon Rancheros pizza",1502
"Please put green peppers on one half only. Thank you.",1502
"30 wings ranch and teriyaki   And a order of fries",1503
"Large pepperoni pizza and an order of mozzarella sticks",1504
"Medium Capriccio",1505
"Italian stallion with black olives",1506
"1) Philly cheesesteak with fries. No peppers. No onions.
2) side order of garlic rolls",1509
"Large thin crust pizza with half mushroom , half pepperoni and and order of 10 wings with ranch/ half hot and half honey BBQ",1510
"0410*",1513
"Hello",1513
"Meaty and beefy fat boy
Chocolate balls",1513
"h no mushrooms. Add garlic.",1515
"1- Grilled chicken salad with no cucumbers, no mushrooms. Balsamic vinegarette. 1- Greek salad with balsamic vinegarette. 1- large veggie pizza, half wit",1515
"30 wings, medium with blue cheese and ranch",1526
"Medium dinosaur BBQ pizza, extra side of ranch, philly cheese steak extra cheese, fries for the side, cinnamon twists with extra icing",1528
"Medium dino BBQ pizza. 
No onions/jalapeños",1531
"An order of Zeppoles, and an order of Chocolate Balls",1533
"Turkey classic with no lettuce with fries.",1536
"A diet coke to drink, please.",1536
"A calzone with bacon and pepperoni. Another calzone with pepperoni, Italian sausage, and mushrooms. And an extra sauce.",1539
"2 large pepperoni pizzas. 1 medium sausage & onion pizza. One Caesar Salad, one 20 ounce Sprite, one 20 ounce Mr Pibb & two 20 ounce diet cokes.",1542
"10 hot garlic wings. Blue cheese and cilantro peno. Small Greek salad. Lamb gyro extra gyro extra tzatziki.",1545
"We have a $5 off coupon if that makes sense. Harris teeter receipt? If it doesn't apply no biggie.",1545
"i placed my order and wanted to make sure you received it",1546
"Large cheese pizza. Large margherita pizza.",1553
"A club sandwitch with fries, a a buffalo chicken sandwitch with fries grilled, and 10 plum wings all flats please",1555
"Large pepperoni pizza and an order of mozzarella sticks",1559
"A medium Zeus pizza with a side of ranch",1560
"Pickup",1563
"Large pizza- half pepperoni - half cheese only",1563
"20 atomic garlic wings 10 ranch wings",1564
"Large Colbert fried chicken.",1567
"2 lunch specials:
1 calzone with double pepperoni, mushrooms and banana peppers
1 calzone with double pepperoni, mushrooms and black olives",1568
"Large pepperoni pizza and an order of mozeralla sticks",1579
"1 chef salad, no ham, no bacon/Honey mustard. 10 lemon pepper wings, ranch & bleu cheese",1588
"Large green thumb pizza.",1590
"Greek salad with chicken dressing on the side and chicken Caesar salad no Caesar dressing balsamic vinaigrette on the side",1592
"Large pizza. Half pepperoni/half cheese.",1594
"Philly cheesesteak with fries. No peppers. No onions.",1597
"Large thin crust pizza with pepperoni, sausage and onion",1599
"Tuesday calzone deal for $5.00. Calzone with hamburger, ham, white onion, and roasted red pepper. Extra sauce. 10 hot teriyaki wings. Extra ranch.",1600
"10 wings, Honey BBQ. Blue chz dressing. I'm walking in the door so I'll also have a draft beer - flavor tbd - while I wait. Thanks!",1601
"Philly cheesesteak add mayo with chips
Mozzarella sticks",1603
"Lunch special - ham classic",1604
"Yes",1605
"I want two  pizzas one large pepperoni and one large cheese with ham",1605
"Small capriccio",1607
"Greek salad",1607
"10 wings, 5 honey BBQ, 5 Jerk, with blue cheese, Garden salad with ranch, cheesy bread & a mr. Pibb",1608
"Dino BBQ pizza. Medium. No jalapeños. Thx yo",1610
"Pick up",1616
"Large Italian pizza",1619
"Meaty and beefy fat boy
Chocolate balls
2 liter Coke",1620
"One large Zeus",1621
"With anchovies over the whole pie",1621
"1 George street just like the menu
1 philly cheese steak as listed on menu
1 order chocolate balls",1622
"Lunch special - Turkey classic sandwich, no lettuce.  Chips is fine. Diet coke to drink.",1625
"Medium vegetarian",1626
"(1/2) Large pepperoni and onion pizza with jalape os on half and a che",1627
"(2/2) f salad",1627
"Large Flyin Hawaiian",1628
"Something low cal. What you got?",1629
"Large Italian American",1629
"large veggie delite and mozz sticks.",1631
"Medium capriccio",1630
"Garlic rolls",1630
"Greek salad",1630
"Lemon pepper wings,beef sliders w/fries. Chicken tenders kids meal w/fries, ranch dipping sauce. Honey BBQ wings/fries ranch dipping sauce",1632
"Large pepperoni pizza and an order of mozeralla sticks",1633
"NY style parmesan meatball sandwich add banana peppers and black olives

And

Greek salad with grilled chicken and greek Italian dressing with an extra d",1636
"ressing.",1636
"Large chicken parm pizza. An Italian stallion with no tomato. And a ny chopped salad with no tomato please",1637
"Italian stallion with no tomatoe, fries",1639
"2 Large pepperoni pizza, mozzarella sticks, dr pepper liter",1640
"Side salads honey mustard dressing -plum wings(10) side Greek salad -club sandwich",1641
"Lg pizza mushrooms and banana peppers. Large pizza pepperoni and mushrooms.",1644
"Small cheese pizza, small st nick pizza, small pizza with bacon,black olives, fresh basil, and mushrooms and 10 plum wings",1642
"Large Italian American pizza and medium Margherita pizza",1645
"1 Italian stallion, add black olives. 1 small Ranchzilla, no cheddar, taco seasoning on the side.",1646
"Ten teriyaki wings.",1647
"1) Philly cheesesteak with fries.
2) garlic rolls",1648
"Medium sausage mushroom onion pizza thin crust. Mozzarella sticks and  chef salad no Ham or tomato italian dressing",1649
"Large thin crust pizza with pepperoni sausage and onion",1650
"A kids' cheese pita w/ diced tomatoes and light spinach,  a veggie sandwich   w/ fries,",1651
"Chicken Parmesan sandwich with a side Caesar salad",1652
"(1/2) 1 Calzones with pepperoni, onion, basil and mushrooms,  2 Calzon",1661
"(2/2) es with pepperoni sausage, jalape os and basil",1661
"- 10 hot garlic wings. Blue cheese and cilantro peno. Lamb gyro extra gyro extra tzatziki. Cheese sticks",1663
"30 wings half ranch and half teriyaki   And a order of fries",1664
"1 calzone with pepperoni, Italian sausage, mushrooms and black olives. 1 calzone with 2 x pepperoni and bacon. 3 extra sauces.",1665
"Wednesday special : Fatboy with pepperoni 
Chopped salad
Mozzarella sticks",1668
"Medium 1/2 margarita, 1/2 Italian; medium Hawaiian; Greek salad with balsamic vinegarette;  cinna stix",1669
"2 medium pepperoni pizzas, one medium sausage and onion pizza, one 20 ounce Sprite, one 20 ounce Mr Pibb, and two 20 ounce diet cokes",1671
